Predictor variable,Categorical,Sample average
Cropped_Cloud,false,159.6169498365942
alt,false,413.2710422395179
current_2.5arcmin_PETDriestQuarter,false,75.32452742323909
current_2.5arcmin_PETWettestQuarter,false,110.48584615550335
current_2.5arcmin_climaticMoistureIndex,false,0.02828015801130331
wc2.0_bio_2.5m_1,false,11.406750685637743
wc2.0_bio_2.5m_16,false,413.8760255241568
wc2.0_bio_2.5m_17,false,192.6147067760559
wc2.0_bio_2.5m_5,false,27.379070856621183
wc2.0_bio_2.5m_6,false,-6.48750799145879
