Predictor variable,Categorical,Sample average
Cropped_Cloud,false,154.70495286859725
alt,false,532.5598194152453
current_2.5arcmin_PETDriestQuarter,false,137.40566568396162
current_2.5arcmin_PETWettestQuarter,false,95.00031603432132
current_2.5arcmin_climaticMoistureIndex,false,0.12142212249119987
wc2.0_bio_2.5m_1,false,18.530186877024633
wc2.0_bio_2.5m_16,false,806.0428893905192
wc2.0_bio_2.5m_17,false,168.10609480812641
wc2.0_bio_2.5m_5,false,27.761600709661135
wc2.0_bio_2.5m_6,false,8.912136817800878
